"","X","Male","ParentEduc","LunchDiscount","TestPrep","PracticeSport","IsFirstChild","NrSiblings","PrivateTransport","WklyStudyHours","EthnicGroupA","EthnicGroupB","EthnicGroupC","EthnicGroupD","EthnicGroupE","ParentDivorced","ParentMarried","ParentSingle","ParentWidowed","MathScore","ReadingScore","WritingScore","AggregateScore"
"13632",463,0,6,0,0,3,1,3,1,1,0,0,1,0,0,0,0,1,0,57,69,68,194
"13633",464,0,4,0,0,2,1,2,0,3,0,0,0,1,0,0,0,1,0,74,79,78,231
"13635",466,0,2,1,1,2,1,4,1,3,1,0,0,0,0,0,1,0,0,73,84,89,246
"13637",468,0,6,0,1,2,1,3,1,1,1,0,0,0,0,0,0,1,0,57,68,73,198
"13638",469,0,3,0,1,2,0,2,0,1,0,0,1,0,0,1,0,0,0,88,85,92,265
"13639",470,1,3,1,0,2,1,0,0,1,0,0,1,0,0,0,0,1,0,72,73,66,211
"13640",471,1,5,1,0,2,1,2,1,2,0,1,0,0,0,0,1,0,0,51,59,58,168
"13641",472,1,3,0,1,2,1,3,0,1,0,1,0,0,0,0,1,0,0,62,68,73,203
"13645",477,1,1,0,0,2,0,2,1,1,0,0,0,1,0,0,1,0,0,50,42,43,135
"13646",478,1,2,1,0,2,1,3,0,2,0,0,0,1,0,0,0,1,0,64,60,56,180
"13648",480,1,2,1,0,2,1,0,1,2,0,0,1,0,0,0,1,0,0,68,67,63,198
"13652",484,0,1,0,1,2,1,4,1,1,0,1,0,0,0,0,0,1,0,57,61,70,188
"13653",485,1,5,1,1,3,1,0,0,2,0,1,0,0,0,0,1,0,0,57,56,61,174
"13654",486,1,1,0,1,2,1,0,1,1,0,0,0,0,1,0,1,0,0,85,77,80,242
"13655",487,1,2,0,0,2,1,4,0,1,0,0,0,1,0,1,0,0,0,61,43,48,152
"13656",488,1,5,0,0,2,0,3,0,2,0,0,0,0,1,0,0,1,0,97,88,91,276
"13657",489,1,3,0,1,1,0,5,1,1,0,0,0,1,0,0,1,0,0,48,60,61,169
"13658",490,1,4,0,1,2,1,0,0,3,0,0,0,0,1,0,0,1,0,80,76,73,229
"13660",493,0,3,0,0,2,1,3,1,1,0,0,0,1,0,0,1,0,0,72,81,85,238
"13662",495,1,5,0,0,3,0,1,1,2,0,0,0,0,1,0,0,1,0,51,47,42,140
"13663",497,0,1,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,54,66,67,187
"13664",498,0,6,0,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,47,63,64,174
"13665",499,1,5,0,1,1,0,4,0,1,0,0,1,0,0,0,1,0,0,78,77,77,232
"13667",501,0,5,1,1,3,0,2,1,2,0,1,0,0,0,0,0,1,0,58,74,75,207
"13668",502,0,4,0,1,2,1,0,1,1,0,0,1,0,0,0,1,0,0,93,100,100,293
"13670",504,0,2,0,0,3,1,2,1,1,0,1,0,0,0,0,1,0,0,71,69,68,208
"13671",505,1,3,0,1,2,1,1,1,2,0,0,0,1,0,0,1,0,0,72,68,74,214
"13672",506,1,4,0,0,1,1,4,0,3,0,0,0,0,1,0,1,0,0,83,69,68,220
"13674",508,1,3,0,1,1,1,4,1,1,0,1,0,0,0,0,0,0,1,84,91,94,269
"13675",509,0,4,0,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,53,63,65,181
"13676",510,1,2,1,1,3,1,2,0,1,0,0,1,0,0,1,0,0,0,59,63,54,176
"13677",511,1,3,0,1,3,1,0,0,1,0,0,0,0,1,0,1,0,0,100,92,97,289
"13679",513,0,5,1,0,2,1,3,0,1,0,0,0,1,0,0,0,1,0,77,91,91,259
"13680",514,0,1,0,0,3,1,1,1,1,0,1,0,0,0,0,0,1,0,47,52,48,147
"13681",515,1,4,0,0,1,1,0,0,3,1,0,0,0,0,1,0,0,0,77,69,71,217
"13682",516,1,4,1,0,3,1,3,1,3,1,0,0,0,0,0,0,1,0,50,54,53,157
"13684",518,0,3,1,0,2,0,4,0,2,0,0,1,0,0,0,1,0,0,52,56,55,163
"13686",520,1,2,0,0,3,1,1,1,2,0,0,0,1,0,1,0,0,0,64,50,49,163
"13687",521,1,3,0,1,3,1,2,1,3,0,0,0,1,0,0,1,0,0,84,76,82,242
"13688",522,0,2,0,0,3,1,1,0,3,0,0,1,0,0,0,1,0,0,35,54,50,139
"13689",523,1,2,1,0,2,1,1,0,3,0,1,0,0,0,0,0,1,0,66,58,51,175
"13690",524,0,2,0,0,2,1,4,0,2,0,0,0,1,0,0,1,0,0,58,74,71,203
"13691",525,0,4,1,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,33,48,42,123
"13692",527,0,3,0,0,2,1,1,1,1,0,0,1,0,0,1,0,0,0,81,96,93,270
"13693",528,0,3,0,0,3,0,4,0,2,0,0,0,1,0,0,0,1,0,70,66,73,209
"13695",531,1,1,0,0,2,1,0,1,1,0,1,0,0,0,0,1,0,0,56,46,47,149
"13699",535,0,4,0,0,2,1,3,1,3,0,0,1,0,0,0,1,0,0,66,74,70,210
"13700",536,1,2,0,0,1,0,1,0,3,0,0,0,1,0,0,0,1,0,70,70,68,208
"13705",541,0,6,1,0,3,1,3,1,3,0,1,0,0,0,0,1,0,0,70,72,70,212
"13706",542,1,2,0,0,3,1,3,1,1,0,0,1,0,0,1,0,0,0,75,72,61,208
"13708",544,1,4,0,0,2,0,2,0,2,0,0,1,0,0,0,1,0,0,67,65,57,189
"13709",545,1,4,0,0,2,1,3,0,2,0,0,1,0,0,0,1,0,0,71,68,64,203
"13711",547,1,1,0,0,2,1,1,1,3,0,1,0,0,0,0,1,0,0,52,59,53,164
"13712",548,0,3,0,1,1,1,2,0,3,0,0,0,1,0,1,0,0,0,76,90,92,258
"13713",549,1,1,0,0,2,1,3,1,1,0,0,1,0,0,0,1,0,0,59,57,53,169
"13715",551,1,6,1,0,3,0,4,0,1,0,1,0,0,0,0,1,0,0,65,62,56,183
"13716",552,0,5,0,1,2,0,3,0,1,1,0,0,0,0,0,1,0,0,68,71,76,215
"13717",553,1,6,0,0,2,0,3,1,1,0,1,0,0,0,1,0,0,0,92,93,87,272
"13718",554,0,1,0,1,2,0,1,0,1,0,1,0,0,0,0,0,1,0,64,74,77,215
"13719",555,1,1,0,0,3,1,1,1,1,0,0,0,0,1,0,0,1,0,78,74,68,220
"13720",556,0,4,1,0,2,1,3,1,2,0,0,0,1,0,0,1,0,0,77,86,84,247
"13721",557,0,3,0,0,2,0,3,1,1,0,0,1,0,0,0,1,0,0,62,69,71,202
"13722",558,1,6,1,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,71,68,58,197
"13723",559,0,1,0,0,2,1,2,0,1,0,0,1,0,0,0,1,0,0,81,77,81,239
"13724",561,1,3,1,0,1,1,2,1,1,0,1,0,0,0,0,1,0,0,65,75,63,203
"13725",562,1,2,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,65,54,56,175
"13726",563,0,3,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,71,85,78,234
"13727",564,0,3,0,0,3,1,2,1,1,0,1,0,0,0,0,1,0,0,63,78,69,210
"13728",565,1,4,0,1,2,1,5,0,3,0,1,0,0,0,0,1,0,0,78,79,77,234
"13729",566,1,2,0,0,1,0,3,1,1,0,0,1,0,0,1,0,0,0,74,75,68,217
"13730",567,1,2,1,0,2,0,1,1,2,0,0,0,1,0,1,0,0,0,45,46,39,130
"13731",568,1,1,0,0,3,1,1,0,3,0,0,1,0,0,1,0,0,0,49,51,44,144
"13733",570,1,3,0,0,2,0,3,1,2,0,0,0,1,0,0,1,0,0,61,62,52,175
"13735",572,1,4,0,1,2,0,1,1,2,0,1,0,0,0,1,0,0,0,80,72,75,227
"13736",573,0,2,0,0,1,1,1,1,3,0,1,0,0,0,1,0,0,0,47,54,49,150
"13737",574,0,1,1,1,1,1,2,0,1,0,1,0,0,0,0,1,0,0,44,55,55,154
"13738",576,1,4,1,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,53,40,36,129
"13739",577,0,4,0,0,1,0,2,0,2,0,1,0,0,0,0,0,1,0,79,90,90,259
"13740",578,0,1,0,1,3,1,3,1,2,0,0,1,0,0,0,1,0,0,63,81,83,227
"13741",579,1,2,1,1,1,0,2,0,3,0,0,1,0,0,0,1,0,0,60,70,66,196
"13743",581,0,6,0,0,3,1,0,0,3,0,0,0,1,0,1,0,0,0,70,65,74,209
"13744",582,0,2,0,0,3,1,0,0,2,0,0,0,0,1,1,0,0,0,65,69,61,195
"13745",583,0,4,1,0,2,1,1,1,1,1,0,0,0,0,0,1,0,0,39,53,44,136
"13746",584,1,3,0,0,3,1,1,1,1,0,1,0,0,0,0,1,0,0,75,65,62,202
"13750",588,0,3,0,1,3,0,1,0,1,0,0,1,0,0,1,0,0,0,51,72,75,198
"13753",591,1,3,0,1,2,0,2,0,2,0,0,1,0,0,0,0,1,0,75,70,73,218
"13755",593,1,2,1,1,2,1,2,0,1,1,0,0,0,0,0,1,0,0,56,47,43,146
"13756",594,0,2,0,1,2,1,0,1,1,1,0,0,0,0,1,0,0,0,68,80,77,225
"13757",595,0,3,0,1,2,0,3,0,3,0,1,0,0,0,1,0,0,0,72,85,87,244
"13760",598,1,4,0,0,2,0,4,1,1,0,0,0,1,0,0,1,0,0,66,58,63,187
"13761",600,1,5,1,0,2,1,3,0,1,0,1,0,0,0,0,1,0,0,70,59,60,189
"13763",602,1,2,1,0,2,0,3,1,3,0,0,0,1,0,0,1,0,0,53,69,62,184
"13764",603,1,6,0,0,3,1,3,0,1,0,0,1,0,0,0,1,0,0,77,71,68,216
"13766",605,1,2,0,1,3,1,2,1,2,1,0,0,0,0,0,1,0,0,55,56,56,167
"13767",606,0,4,1,1,3,0,2,0,1,0,1,0,0,0,0,0,1,0,54,77,78,209
"13769",608,1,1,1,0,2,1,3,0,1,0,0,0,1,0,0,0,1,0,29,31,29,89
"13770",609,0,5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,68,76,76,220
"13772",611,0,6,0,1,2,1,0,0,2,0,0,0,1,0,1,0,0,0,72,88,98,258
"13774",613,1,2,0,0,2,0,3,0,1,0,0,0,1,0,0,1,0,0,60,54,52,166
"13775",614,0,6,0,0,1,1,1,1,2,0,0,0,0,1,0,0,1,0,68,73,77,218
"13776",615,0,1,1,0,2,1,1,0,3,0,0,1,0,0,1,0,0,0,78,79,77,234
"13777",616,1,4,0,1,2,0,6,0,3,0,0,1,0,0,0,1,0,0,100,92,96,288
"13778",617,0,4,0,0,3,0,3,0,2,0,0,1,0,0,0,1,0,0,81,86,78,245
"13779",618,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,66,74,76,216
"13780",619,1,1,0,0,3,1,3,0,1,0,0,1,0,0,0,1,0,0,51,55,49,155
"13781",620,1,2,1,1,2,0,1,0,1,0,0,0,1,0,0,1,0,0,63,58,60,181
"13783",622,1,1,0,0,3,1,7,1,2,0,0,0,1,0,1,0,0,0,70,74,68,212
"13788",627,1,6,0,0,3,0,3,1,1,0,0,0,1,0,0,1,0,0,100,93,94,287
"13789",628,1,5,0,0,3,1,1,1,1,0,0,0,0,1,0,0,1,0,80,70,69,219
"13790",629,0,5,0,1,2,0,2,1,1,1,0,0,0,0,0,1,0,0,97,90,97,284
"13792",632,0,5,1,1,3,0,1,0,3,0,0,1,0,0,0,0,1,0,54,54,69,177
"13793",634,0,3,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,81,95,95,271
"13794",636,1,2,0,0,2,1,2,0,1,0,0,1,0,0,1,0,0,0,73,61,61,195
"13796",638,1,3,1,0,3,1,1,0,1,1,0,0,0,0,0,0,1,0,72,76,71,219
"13799",642,1,3,0,1,2,1,0,1,1,0,0,0,1,0,0,1,0,0,68,75,75,218
"13803",646,1,4,0,1,2,0,1,1,1,0,0,1,0,0,1,0,0,0,91,90,85,266
"13806",649,0,1,1,0,3,0,2,0,1,0,1,0,0,0,0,1,0,0,42,59,53,154
"13808",651,0,4,0,1,2,1,1,0,1,0,1,0,0,0,0,1,0,0,71,87,87,245
"13809",652,0,3,1,0,2,1,1,0,3,0,0,1,0,0,0,1,0,0,65,64,62,191
"13810",653,0,6,0,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,91,99,100,290
"13811",654,0,3,0,0,2,0,2,0,1,0,0,0,0,1,1,0,0,0,70,66,66,202
"13816",660,0,3,0,1,3,1,1,1,1,0,0,0,1,0,0,1,0,0,91,100,100,291
"13818",662,1,3,0,0,2,1,1,1,3,0,1,0,0,0,0,1,0,0,63,62,63,188
"13819",663,0,2,0,0,2,0,2,1,1,0,0,0,0,1,0,1,0,0,64,69,66,199
"13820",664,1,6,0,1,2,0,1,0,2,0,0,0,1,0,0,1,0,0,88,80,83,251
"13821",665,1,4,0,0,2,0,1,0,2,0,0,1,0,0,0,1,0,0,72,65,63,200
"13824",669,0,6,0,1,3,0,1,1,3,0,1,0,0,0,0,1,0,0,77,78,80,235
"13825",670,0,4,0,1,2,1,5,0,2,0,1,0,0,0,0,0,1,0,71,83,88,242
"13826",671,1,1,0,1,2,1,1,0,2,0,0,1,0,0,0,0,1,0,62,65,65,192
"13827",672,0,2,0,1,2,1,1,0,1,0,1,0,0,0,0,1,0,0,62,78,74,214
"13828",673,1,2,1,0,1,1,4,1,1,0,0,0,0,1,1,0,0,0,41,47,39,127
"13829",674,0,6,0,1,3,1,2,1,1,0,0,1,0,0,0,1,0,0,72,77,82,231
"13830",675,1,3,1,1,3,1,1,0,2,0,0,0,0,1,0,0,1,0,83,87,85,255
"13831",676,0,4,1,0,2,1,2,0,1,0,0,0,0,1,0,1,0,0,63,71,72,206
"13832",677,0,5,0,1,3,1,1,0,1,0,0,0,0,1,0,0,1,0,77,81,80,238
"13833",678,0,2,1,0,2,1,2,1,1,0,1,0,0,0,0,1,0,0,57,72,64,193
"13834",679,1,1,0,0,3,1,0,0,2,0,1,0,0,0,0,1,0,0,32,44,36,112
"13836",682,0,3,0,0,2,1,3,0,2,0,0,0,1,0,0,1,0,0,91,98,98,287
"13840",686,0,3,0,0,3,1,1,0,1,0,0,0,0,1,0,1,0,0,79,96,91,266
"13842",688,1,5,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,75,77,71,223
"13843",689,0,4,0,1,3,1,1,1,1,0,0,1,0,0,0,0,1,0,85,94,86,265
"13844",690,1,1,0,0,2,1,1,0,3,0,0,1,0,0,1,0,0,0,85,82,70,237
"13846",692,0,3,1,0,1,1,1,0,3,0,0,0,0,1,0,1,0,0,49,53,52,154
"13847",693,1,3,1,1,2,1,2,0,3,0,0,1,0,0,0,1,0,0,22,19,24,65
"13849",695,1,2,1,0,1,1,3,0,2,0,0,0,1,0,0,1,0,0,30,38,40,108
"13850",696,1,1,0,0,1,0,3,0,1,0,0,0,1,0,0,1,0,0,64,69,56,189
"13851",697,1,4,0,0,2,1,4,0,1,0,1,0,0,0,0,0,1,0,63,62,59,184
"13855",701,0,4,0,0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,93,88,89,270
"13856",702,1,5,1,0,1,0,1,1,2,0,0,1,0,0,1,0,0,0,44,44,40,128
"13857",703,0,2,1,1,1,1,3,1,1,0,0,1,0,0,1,0,0,0,61,77,76,214
"13858",704,0,3,0,1,2,1,3,0,3,0,0,1,0,0,0,0,1,0,69,73,76,218
"13859",705,0,1,0,0,1,1,3,0,1,0,0,0,1,0,0,1,0,0,52,58,56,166
"13860",706,0,3,0,0,1,0,2,0,3,1,0,0,0,0,0,1,0,0,81,85,77,243
"13861",707,0,1,0,1,3,0,1,0,3,0,0,1,0,0,0,1,0,0,64,71,76,211
"13862",708,1,3,0,0,2,1,3,1,1,1,0,0,0,0,0,0,1,0,80,78,71,229
"13865",711,0,1,0,0,3,1,2,0,1,0,0,0,1,0,1,0,0,0,51,54,60,165
"13866",712,0,4,0,0,2,1,1,0,2,1,0,0,0,0,0,1,0,0,58,63,50,171
"13867",713,0,2,0,1,2,1,2,1,1,0,0,0,1,0,0,0,1,0,93,94,97,284
"13868",714,1,3,1,0,3,1,5,0,2,0,0,1,0,0,1,0,0,0,47,44,47,138
"13870",716,0,3,0,0,3,1,3,0,2,0,0,0,1,0,0,1,0,0,81,81,84,246
"13871",717,1,1,1,1,3,1,0,1,1,0,0,0,1,0,0,1,0,0,44,45,45,134
"13874",721,1,1,1,0,2,1,1,0,3,0,0,0,1,0,0,1,0,0,48,54,43,145
"13875",722,0,4,0,0,3,1,0,0,3,0,1,0,0,0,0,1,0,0,79,83,83,245
"13877",724,0,3,0,1,2,0,3,0,1,0,0,0,1,0,0,0,1,0,61,61,69,191
"13878",725,1,5,0,1,3,1,2,1,1,0,0,1,0,0,0,1,0,0,95,100,99,294
"13880",727,1,5,1,0,2,1,4,1,1,0,1,0,0,0,0,1,0,0,74,76,77,227
"13885",732,1,6,1,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,85,89,86,260
"13886",733,1,2,0,1,3,1,1,1,2,0,0,1,0,0,0,1,0,0,71,69,75,215
"13887",734,1,2,0,1,3,0,2,1,1,0,0,0,1,0,0,1,0,0,69,61,67,197
"13889",737,0,3,0,0,3,1,2,1,1,0,0,1,0,0,0,0,1,0,82,83,77,242
"13890",738,0,3,1,1,2,1,2,0,2,0,0,0,1,0,0,0,1,0,52,71,72,195
"13891",739,0,4,0,1,3,0,1,0,1,0,0,0,1,0,0,0,1,0,91,90,93,274
"13892",740,1,6,0,0,2,0,3,0,2,0,0,1,0,0,0,1,0,0,41,43,40,124
"13893",741,1,1,0,0,2,1,1,0,2,0,0,1,0,0,0,1,0,0,80,83,72,235
"13894",742,0,3,0,0,3,1,4,0,1,0,0,0,0,1,0,1,0,0,77,72,76,225
"13896",744,1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,59,58,53,170
"13897",745,1,4,0,0,3,1,3,0,2,0,0,0,1,0,1,0,0,0,99,88,90,277
"13898",746,0,2,0,1,3,1,1,1,2,0,0,1,0,0,0,1,0,0,67,72,79,218
"13899",747,0,4,1,1,3,0,3,0,1,0,0,0,0,1,0,1,0,0,72,76,78,226
"13901",749,1,6,0,1,2,1,3,0,2,0,0,0,1,0,0,1,0,0,64,60,62,186
"13902",750,0,1,1,0,2,1,3,0,2,0,0,1,0,0,0,0,1,0,33,45,41,119
"13903",751,0,1,0,0,2,0,3,1,2,0,0,0,1,0,0,1,0,0,73,82,81,236
"13904",752,1,3,1,0,2,0,2,0,3,0,1,0,0,0,0,1,0,0,35,35,30,100
"13906",754,0,5,1,0,2,1,2,0,1,0,1,0,0,0,0,0,1,0,48,53,56,157
"13907",755,0,3,0,0,3,1,4,0,2,1,0,0,0,0,0,0,1,0,58,71,68,197
"13908",756,0,4,0,0,3,0,3,1,2,0,1,0,0,0,0,1,0,0,49,52,52,153
"13909",757,0,2,0,0,2,1,3,0,1,0,1,0,0,0,0,0,1,0,58,76,69,203
"13910",758,1,2,0,1,2,1,0,1,3,1,0,0,0,0,1,0,0,0,82,74,74,230
"13912",760,0,3,0,0,1,0,3,1,3,0,0,0,1,0,0,0,1,0,77,92,89,258
"13913",762,0,4,1,1,2,0,1,1,2,1,0,0,0,0,1,0,0,0,65,80,82,227
"13914",763,1,4,1,0,2,1,1,0,1,0,0,1,0,0,0,0,1,0,66,68,66,200
"13915",764,0,1,1,1,2,1,0,1,3,0,0,1,0,0,0,0,1,0,45,65,63,173
"13916",765,0,1,1,0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,56,57,50,163
"13917",766,0,1,0,0,2,0,1,1,2,0,0,1,0,0,0,0,1,0,47,63,65,175
"13918",767,1,2,0,1,1,1,3,1,3,0,0,0,0,1,0,0,1,0,75,71,72,218
"13920",769,1,3,0,1,1,1,0,0,3,0,0,0,1,0,0,1,0,0,75,75,76,226
"13921",770,1,4,0,0,2,1,1,1,2,0,0,1,0,0,0,1,0,0,86,72,78,236
"13923",772,0,6,0,0,1,0,3,0,2,0,1,0,0,0,0,1,0,0,86,93,93,272
"13925",774,0,1,0,1,3,1,1,1,1,0,0,0,1,0,1,0,0,0,62,62,69,193
"13926",775,1,4,0,0,2,1,0,1,1,0,0,1,0,0,0,1,0,0,94,89,86,269
"13927",776,1,3,0,1,2,0,3,0,1,0,0,0,1,0,0,1,0,0,82,81,88,251
"13928",777,0,5,1,0,2,1,4,0,1,0,0,1,0,0,0,1,0,0,73,85,83,241
"13929",778,1,3,0,0,2,1,1,0,1,0,0,0,1,0,0,1,0,0,83,85,81,249
"13932",781,0,3,0,1,2,1,0,1,1,0,0,1,0,0,0,1,0,0,63,70,72,205
"13933",782,1,6,0,0,2,0,2,0,3,0,0,0,1,0,0,1,0,0,69,76,75,220
"13935",784,0,1,0,0,3,1,3,1,3,0,0,0,1,0,0,0,1,0,95,87,93,275
"13936",785,1,3,1,0,1,0,2,1,1,0,0,1,0,0,0,1,0,0,50,51,47,148
"13937",786,0,5,0,0,2,1,1,0,2,0,0,1,0,0,0,0,1,0,82,92,92,266
"13938",787,0,1,1,1,2,0,4,1,1,0,0,1,0,0,1,0,0,0,57,78,69,204
"13940",789,0,4,1,0,3,0,2,1,1,0,0,1,0,0,1,0,0,0,65,82,82,229
"13941",790,0,2,0,0,2,0,3,1,1,0,0,1,0,0,0,0,1,0,53,61,57,171
"13942",792,0,3,1,0,2,1,2,0,2,0,0,0,0,1,1,0,0,0,73,80,84,237
"13943",793,1,3,0,0,1,1,3,1,2,0,0,0,1,0,0,1,0,0,74,73,76,223
"13945",796,0,2,1,0,2,1,5,0,2,0,0,0,1,0,1,0,0,0,45,59,58,162
"13947",798,1,5,1,0,2,1,1,1,1,0,1,0,0,0,0,0,1,0,88,77,76,241
"13948",799,1,4,1,0,1,0,4,0,1,0,0,0,0,1,0,1,0,0,76,77,68,221
"13949",800,0,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0,1,0,75,86,84,245
"13950",801,0,4,0,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0,72,86,83,241
"13951",802,0,2,0,0,1,0,4,0,3,0,0,0,0,1,0,1,0,0,90,95,95,280
"13952",803,1,2,0,0,3,1,1,0,1,0,0,0,1,0,0,0,1,0,78,58,66,202
"13955",806,0,2,1,0,1,1,2,0,2,0,0,1,0,0,0,1,0,0,29,42,38,109
"13956",807,1,4,1,0,2,0,3,0,3,0,1,0,0,0,0,1,0,0,51,52,54,157
"13957",808,1,5,1,0,2,1,3,0,3,0,0,0,0,1,0,1,0,0,75,81,70,226
"13958",809,0,5,1,1,2,0,3,0,1,0,1,0,0,0,0,1,0,0,46,64,67,177
"13959",810,0,5,0,1,2,0,3,0,1,0,0,0,1,0,1,0,0,0,74,79,84,237
"13962",813,1,1,1,0,2,0,2,0,1,0,1,0,0,0,0,1,0,0,38,37,31,106
"13964",815,0,5,0,0,3,1,2,1,2,0,1,0,0,0,0,0,1,0,69,78,75,222
"13965",816,0,5,0,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,59,65,65,189
"13966",817,0,1,0,1,2,1,1,1,3,0,1,0,0,0,0,1,0,0,81,91,94,266
"13968",819,1,1,1,0,2,1,2,0,1,0,0,1,0,0,0,0,1,0,52,61,54,167
"13970",821,1,3,0,1,3,1,1,1,2,0,0,0,0,1,0,1,0,0,99,94,96,289
"13972",823,0,3,0,0,2,1,2,1,1,0,1,0,0,0,0,1,0,0,44,46,54,144
"13973",824,1,3,0,0,3,0,2,0,3,0,0,0,1,0,1,0,0,0,86,75,78,239
"13974",825,1,1,1,1,2,1,1,1,2,0,0,1,0,0,0,0,1,0,44,52,47,143
"13976",827,1,2,1,0,2,0,4,0,1,0,1,0,0,0,0,1,0,0,77,82,76,235
"13977",828,1,4,0,1,2,1,4,0,2,0,0,0,1,0,0,1,0,0,90,90,92,272
"13978",829,1,5,0,0,2,0,4,1,1,0,0,0,0,1,0,1,0,0,92,87,86,265
"13980",831,1,4,0,1,2,1,1,1,3,0,1,0,0,0,0,0,1,0,95,86,84,265
"13981",832,1,1,1,0,2,0,3,0,1,0,1,0,0,0,0,0,1,0,28,24,24,76
"13983",834,0,3,1,1,2,1,3,0,1,1,0,0,0,0,0,0,1,0,75,84,89,248
"13984",835,0,3,0,1,3,1,0,1,1,0,0,0,0,1,0,1,0,0,73,72,69,214
"13985",836,0,2,1,0,3,1,1,0,1,0,0,1,0,0,1,0,0,0,44,62,58,164
"13986",837,0,2,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,85,95,91,271
"13987",838,1,3,0,0,3,1,3,0,1,0,0,1,0,0,0,1,0,0,82,75,72,229
"13988",839,1,3,1,1,3,1,1,1,2,0,0,1,0,0,0,1,0,0,65,63,64,192
"13989",840,1,1,0,0,2,0,2,0,2,0,0,1,0,0,0,0,1,0,58,54,52,164
"13990",841,0,5,1,0,1,1,3,0,1,0,0,1,0,0,1,0,0,0,52,70,68,190
"13993",846,0,2,0,1,1,1,2,0,3,0,0,0,0,1,0,1,0,0,85,92,91,268
"13997",851,0,3,1,0,3,1,2,1,1,0,0,1,0,0,0,0,1,0,33,40,36,109
"13998",852,0,3,1,0,2,1,1,0,1,1,0,0,0,0,0,1,0,0,52,71,68,191
"13999",853,0,3,1,1,3,1,3,0,1,0,1,0,0,0,0,1,0,0,49,63,62,174
"14000",854,0,1,0,0,2,1,1,1,3,0,0,0,0,1,0,0,1,0,96,100,94,290
"14003",857,1,2,1,0,2,0,2,0,1,0,0,0,1,0,0,0,1,0,63,65,61,189
"14004",858,1,2,0,0,2,1,4,1,2,0,1,0,0,0,0,0,1,0,62,63,59,184
"14011",865,0,2,1,0,3,0,1,1,1,0,0,0,1,0,1,0,0,0,56,64,69,189
"14012",867,1,3,1,0,1,0,1,1,2,0,0,1,0,0,0,1,0,0,62,67,60,189
"14014",869,0,5,0,0,3,1,2,1,2,0,0,1,0,0,1,0,0,0,66,70,79,215
"14015",870,0,2,0,1,1,0,3,0,1,0,0,0,1,0,0,1,0,0,86,98,97,281
"14016",871,0,1,0,1,1,1,1,0,3,0,0,0,1,0,0,0,1,0,59,52,61,172
"14018",873,0,5,0,0,2,1,0,0,2,0,0,1,0,0,0,1,0,0,84,93,89,266
"14019",874,1,3,0,0,3,0,3,0,2,0,0,0,1,0,0,1,0,0,71,63,65,199
"14021",876,0,4,0,1,1,1,2,1,2,0,0,0,0,1,1,0,0,0,62,78,74,214
"14024",879,0,3,1,0,1,0,1,1,2,0,1,0,0,0,0,0,1,0,47,59,56,162
"14025",880,0,2,0,0,2,1,1,1,2,0,0,1,0,0,0,0,1,0,73,95,91,259
"14027",882,1,2,0,0,3,1,1,1,2,0,0,0,1,0,1,0,0,0,81,80,75,236
"14028",883,0,2,0,0,2,1,1,0,2,0,0,1,0,0,0,1,0,0,58,51,62,171
"14029",884,1,5,1,0,3,1,2,1,2,0,0,0,1,0,0,1,0,0,63,55,62,180
"14030",885,0,1,0,1,2,1,2,0,1,0,0,1,0,0,0,1,0,0,63,73,73,209
"14031",886,1,4,0,0,3,0,3,0,3,0,0,1,0,0,0,1,0,0,55,63,58,176
"14032",887,0,2,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,85,87,90,262
"14036",891,1,4,0,1,3,1,2,0,1,0,0,0,1,0,0,0,1,0,56,59,59,174
"14037",892,1,1,0,0,2,1,1,0,3,0,0,0,1,0,0,0,1,0,71,61,61,193
"14039",894,0,4,0,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0,85,89,90,264
"14043",898,1,4,1,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,91,81,72,244
"14045",900,1,2,1,0,2,1,3,0,3,0,1,0,0,0,0,1,0,0,53,48,53,154
"14046",901,1,3,0,1,2,1,3,1,1,0,0,1,0,0,0,1,0,0,61,56,54,171
